bar_start_utc,bar_start_kst,bar_start_local,open,high,low,close,volume,ma20,ma50,ma200,rsi14,atr14,vol_index
2025-02-28 16:00,2025-03-01 01:00,2025-02-28 11:00,20760.0,20776.25,20624.5,20696.75,77241,20633.6,20972.53,21654.33,44.5,107.12,23.8799991607666
2025-02-28 17:00,2025-03-01 02:00,2025-02-28 12:00,20697.25,20749.0,20537.0,20540.5,75534,20630.2,20957.89,21645.8,35.3,114.61,23.6299991607666
2025-02-28 18:00,2025-03-01 03:00,2025-02-28 13:00,20540.5,20666.75,20484.25,20542.25,93768,20625.65,20942.7,21637.17,35.5,119.46,24.290000915527344
2025-02-28 19:00,2025-03-01 04:00,2025-02-28 14:00,20541.5,20721.75,20537.75,20710.5,68772,20627.49,20929.87,21629.41,48.7,124.07,24.09000015258789
2025-02-28 20:00,2025-03-01 05:00,2025-02-28 15:00,20711.5,20944.25,20683.25,20920.75,118535,20642.66,20921.29,21622.64,59.8,133.85,23.25
2025-02-28 21:00,2025-03-01 06:00,2025-02-28 16:00,20920.5,20930.5,20868.25,20909.0,30059,20656.78,20914.49,21615.92,59.0,128.73,22.43000030517578
2025-03-02 23:00,2025-03-03 08:00,2025-03-02 18:00,21005.25,21036.25,20949.0,20968.5,12657,20675.81,20911.82,21609.27,61.7,128.63,22.43000030517578
2025-03-03 00:00,2025-03-03 09:00,2025-03-02 19:00,20969.5,20971.0,20837.75,20883.0,13831,20691.88,20907.6,21602.11,56.0,128.96,22.43000030517578
2025-03-03 01:00,2025-03-03 10:00,2025-03-02 20:00,20885.75,20952.0,20863.75,20945.0,8926,20708.49,20902.68,21595.38,59.0,126.05,22.43000030517578
2025-03-03 02:00,2025-03-03 11:00,2025-03-02 21:00,20942.25,20962.75,20918.5,20929.5,6571,20723.79,20895.81,21588.66,57.9,120.21,22.43000030517578
2025-03-03 03:00,2025-03-03 12:00,2025-03-02 22:00,20928.0,20934.0,20884.25,20923.5,5511,20740.21,20890.02,21581.87,57.5,115.18,22.43000030517578
2025-03-03 04:00,2025-03-03 13:00,2025-03-02 23:00,20923.0,20956.0,20919.75,20954.0,2433,20756.69,20886.35,21575.25,59.2,109.54,22.43000030517578
2025-03-03 05:00,2025-03-03 14:00,2025-03-03 00:00,20951.5,21001.5,20945.0,20987.0,4734,20773.04,20882.74,21568.76,60.9,105.75,22.43000030517578
2025-03-03 06:00,2025-03-03 15:00,2025-03-03 01:00,20986.5,21021.25,20958.5,21008.25,6768,20790.58,20879.21,21562.24,62.1,102.68,22.43000030517578
2025-03-03 07:00,2025-03-03 16:00,2025-03-03 02:00,21009.0,21014.5,20923.25,20963.5,7736,20805.91,20875.24,21556.05,58.2,101.86,22.43000030517578
2025-03-03 08:00,2025-03-03 17:00,2025-03-03 03:00,20961.5,20990.0,20888.0,20947.5,12767,20820.17,20870.82,21549.85,56.9,101.87,22.43000030517578
2025-03-03 09:00,2025-03-03 18:00,2025-03-03 04:00,20948.0,21019.0,20928.25,21013.25,8239,20839.81,20866.18,21543.99,60.9,101.08,22.43000030517578
2025-03-03 10:00,2025-03-03 19:00,2025-03-03 05:00,21014.0,21021.0,20986.0,21003.75,5474,20859.99,20860.63,21538.03,60.0,96.36,22.43000030517578
2025-03-03 11:00,2025-03-03 20:00,2025-03-03 06:00,21003.75,21045.75,20995.25,21042.25,5480,20882.42,20855.85,21532.45,62.4,93.08,22.43000030517578
2025-03-03 12:00,2025-03-03 21:00,2025-03-03 07:00,21040.75,21101.0,21031.25,21069.5,13544,20897.91,20850.78,21526.9,64.0,91.42,22.43000030517578
2025-03-03 13:00,2025-03-03 22:00,2025-03-03 08:00,21070.25,21081.0,21034.25,21065.5,13490,20916.35,20845.62,21521.04,63.5,88.22,22.43000030517578
2025-03-03 14:00,2025-03-03 23:00,2025-03-03 09:00,21065.25,21121.0,20824.25,20845.5,98525,20931.6,20836.1,21514.14,45.4,103.12,22.43000030517578
2025-03-03 15:00,2025-03-04 00:00,2025-03-03 10:00,20845.0,20989.25,20760.0,20858.0,130368,20947.39,20826.38,21507.18,46.4,112.13,23.209999084472656
2025-03-03 16:00,2025-03-04 01:00,2025-03-03 11:00,20858.5,20985.0,20831.0,20922.0,77917,20957.96,20817.79,21500.42,51.0,115.12,23.389999389648438
2025-03-03 17:00,2025-03-04 02:00,2025-03-03 12:00,20922.0,20964.5,20822.0,20849.25,47665,20954.39,20808.65,21493.29,46.1,117.08,23.030000686645508
2025-03-03 18:00,2025-03-04 03:00,2025-03-03 13:00,20849.5,20857.0,20653.25,20747.75,92921,20946.33,20803.42,21485.6,40.3,123.27,24.200000762939453
2025-03-03 19:00,2025-03-04 04:00,2025-03-03 14:00,20747.25,20819.75,20598.75,20603.25,78920,20928.06,20795.12,21477.19,33.8,130.25,23.969999313354492
2025-03-03 20:00,2025-03-04 05:00,2025-03-03 15:00,20604.25,20606.0,20316.75,20473.0,148894,20907.56,20784.46,21468.22,29.2,141.6,25.610000610351562
2025-03-03 21:00,2025-03-04 06:00,2025-03-03 16:00,20473.5,20537.0,20464.25,20530.75,23228,20886.85,20774.29,21459.56,33.5,136.69,25.020000457763672
2025-03-03 23:00,2025-03-04 08:00,2025-03-03 18:00,20527.0,20557.75,20490.0,20515.75,0,20866.16,20763.56,21450.86,33.0,131.76,25.020000457763672
2025-03-04 00:00,2025-03-04 09:00,2025-03-03 19:00,20514.75,20556.25,20474.0,20551.0,8159,20847.54,20757.9,21442.37,35.7,128.23,25.020000457763672
2025-03-04 01:00,2025-03-04 10:00,2025-03-03 20:00,20551.25,20571.0,20466.25,20476.75,8604,20823.67,20755.27,21433.45,32.7,126.55,25.020000457763672
2025-03-04 02:00,2025-03-04 11:00,2025-03-03 21:00,20476.75,20538.5,20472.75,20524.0,5040,20800.53,20753.08,21424.83,36.4,122.21,25.020000457763672
2025-03-04 03:00,2025-03-04 12:00,2025-03-03 22:00,20523.5,20549.5,20501.25,20540.5,4453,20777.14,20750.42,21416.43,37.7,116.92,25.020000457763672
2025-03-04 04:00,2025-03-04 13:00,2025-03-03 23:00,20540.75,20562.0,20516.75,20532.75,5033,20755.6,20748.73,21408.03,37.3,111.8,25.020000457763672
2025-03-04 05:00,2025-03-04 14:00,2025-03-04 00:00,20571.0,20581.25,20532.25,20567.25,7721,20736.59,20747.54,21399.72,40.2,107.32,25.020000457763672
2025-03-04 06:00,2025-03-04 15:00,2025-03-04 01:00,20568.5,20583.0,20524.0,20559.5,6239,20713.9,20746.97,21391.5,39.7,103.87,25.020000457763672
2025-03-04 07:00,2025-03-04 16:00,2025-03-04 02:00,20560.0,20568.75,20475.25,20489.5,8510,20688.19,20745.53,21383.11,35.9,103.13,25.020000457763672
2025-03-04 08:00,2025-03-04 17:00,2025-03-04 03:00,20488.25,20563.5,20462.75,20517.0,12273,20661.92,20743.62,21374.89,38.4,102.96,25.020000457763672
2025-03-04 09:00,2025-03-04 18:00,2025-03-04 04:00,20516.0,20566.0,20489.5,20495.5,10332,20633.22,20741.06,21366.17,37.2,101.07,25.020000457763672
2025-03-04 10:00,2025-03-04 19:00,2025-03-04 05:00,20496.5,20514.5,20444.0,20462.75,11468,20603.09,20738.41,21357.26,35.3,98.88,25.020000457763672
2025-03-04 11:00,2025-03-04 20:00,2025-03-04 06:00,20462.5,20493.25,20438.25,20475.0,9669,20584.56,20735.42,21348.47,36.6,95.75,25.020000457763672
2025-03-04 12:00,2025-03-04 21:00,2025-03-04 07:00,20474.25,20474.75,20305.25,20319.75,27583,20557.65,20728.62,21338.6,28.8,101.03,25.020000457763672
2025-03-04 13:00,2025-03-04 22:00,2025-03-04 08:00,20320.75,20356.0,20262.25,20326.25,34436,20527.86,20721.99,21328.99,29.5,100.51,25.020000457763672
2025-03-04 14:00,2025-03-04 23:00,2025-03-04 09:00,20324.5,20430.0,20227.75,20231.75,123011,20496.99,20713.49,21319.04,25.7,107.78,25.020000457763672
2025-03-04 15:00,2025-03-05 00:00,2025-03-04 10:00,20230.5,20263.25,20075.25,20196.25,150128,20469.41,20704.17,21308.93,24.4,113.51,26.989999771118164
2025-03-04 16:00,2025-03-05 01:00,2025-03-04 11:00,20197.5,20337.75,20108.5,20299.0,101793,20454.2,20697.74,21299.29,34.5,121.78,26.75
2025-03-04 17:00,2025-03-05 02:00,2025-03-04 12:00,20298.0,20436.25,20265.75,20337.0,85474,20447.4,20692.47,21290.13,37.9,125.26,25.3700008392334
2025-03-04 18:00,2025-03-05 03:00,2025-03-04 13:00,20338.0,20523.0,20310.75,20500.5,76010,20445.89,20690.62,21281.71,49.7,131.47,25.649999618530273
2025-03-04 19:00,2025-03-05 04:00,2025-03-04 14:00,20500.0,20632.25,20497.75,20618.75,73292,20451.04,20687.79,21273.9,56.2,131.69,24.729999542236328
2025-03-04 20:00,2025-03-05 05:00,2025-03-04 15:00,20619.25,20732.5,20324.5,20397.5,121894,20443.36,20681.81,21265.01,44.6,151.42,24.270000457763672
2025-03-04 21:00,2025-03-05 06:00,2025-03-04 16:00,20396.75,20593.25,20394.0,20537.0,41382,20446.38,20681.74,21256.85,51.4,154.84,25.399999618530273
2025-03-04 23:00,2025-03-05 08:00,2025-03-04 18:00,20555.0,20595.25,20531.75,20578.0,0,20449.08,20682.46,21248.94,53.2,148.32,25.399999618530273
